source,destination,distance_km,travel_time_minutes,alt_distance_km,alt_travel_time_minutes,time_of_day,stop1,stop1_traffic,stop1_alt_route,stop1_weather,stop1_road_condition,stop1_passenger_demand_in,stop1_passenger_demand_out,stop2,stop2_traffic,stop2_alt_route,stop2_weather,stop2_road_condition,stop2_passenger_demand_in,stop2_passenger_demand_out,stop3,stop3_traffic,stop3_alt_route,stop3_weather,stop3_road_condition,stop3_passenger_demand_in,stop3_passenger_demand_out,stop4,stop4_traffic,stop4_alt_route,stop4_weather,stop4_road_condition,stop4_passenger_demand_in,stop4_passenger_demand_out,stop5,stop5_traffic,stop5_alt_route,stop5_weather,stop5_road_condition,stop5_passenger_demand_in,stop5_passenger_demand_out,stop6,stop6_traffic,stop6_alt_route,stop6_weather,stop6_road_condition,stop6_passenger_demand_in,stop6_passenger_demand_out,stop7,stop7_traffic,stop7_alt_route,stop7_weather,stop7_road_condition,stop7_passenger_demand_in,stop7_passenger_demand_out,stop8,stop8_traffic,stop8_alt_route,stop8_weather,stop8_road_condition,stop8_passenger_demand_in,stop8_passenger_demand_out,stop9,stop9_traffic,stop9_alt_route,stop9_weather,stop9_road_condition,stop9_passenger_demand_in,stop9_passenger_demand_out,stop10,stop10_traffic,stop10_alt_route,stop10_weather,stop10_road_condition,stop10_passenger_demand_in,stop10_passenger_demand_out,stop11,stop11_traffic,stop11_alt_route,stop11_weather,stop11_road_condition,stop11_passenger_demand_in,stop11_passenger_demand_out,stop12,stop12_traffic,stop12_alt_route,stop12_weather,stop12_road_condition,stop12_passenger_demand_in,stop12_passenger_demand_out
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.41379320366289,56,29.797433761576364,83,05:04,Jaitpur Crossing,High,True,Rainy,Good,19,39,Lal Kuan,Moderate,False,Cloudy,Good,9,32,Okhla Phase 1,Moderate,False,Cloudy,Moderate,28,29,Govind Puri Metro Station,High,False,Foggy,Good,9,38,Nehru Place Terminal,High,False,Rainy,Good,16,42,Panchsheel Enclave,Low,False,Cloudy,Moderate,29,11,IIT Gate,Low,True,Clear,Poor,12,40,Munirka DDA Flats,Moderate,False,Cloudy,Good,19,22,Vasant Vihar,Moderate,False,Rainy,Good,40,28,Palam Airport / IGI Airport T111,Low,False,Clear,Poor,19,49,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Moderate,46,42,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Good,9,43
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.466933824006407,87,34.11753344189498,58,05:43,Jaitpur Crossing,Moderate,True,Rainy,Moderate,26,49,Lal Kuan,Moderate,False,Foggy,Poor,10,7,Okhla Phase 1,High,False,Cloudy,Good,33,16,Govind Puri Metro Station,Low,False,Rainy,Good,25,46,Nehru Place Terminal,Low,False,Rainy,Good,14,7,Panchsheel Enclave,Moderate,False,Foggy,Poor,47,45,IIT Gate,Moderate,True,Foggy,Good,44,34,Munirka DDA Flats,High,False,Rainy,Poor,16,47,Vasant Vihar,Low,True,Foggy,Good,1,16,Palam Airport / IGI Airport T111,Moderate,False,Rainy,Good,26,39,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Poor,37,38,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Good,2,33
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.47683068185022,52,29.40172773409472,65,17:32,Jaitpur Crossing,Low,True,Cloudy,Good,29,42,Lal Kuan,Moderate,True,Cloudy,Good,1,44,Okhla Phase 1,High,True,Clear,Poor,39,13,Govind Puri Metro Station,Low,True,Rainy,Moderate,28,39,Nehru Place Terminal,Low,False,Rainy,Moderate,29,9,Panchsheel Enclave,Low,False,Clear,Good,3,6,IIT Gate,Moderate,False,Clear,Moderate,9,32,Munirka DDA Flats,Moderate,True,Cloudy,Moderate,29,43,Vasant Vihar,Low,True,Foggy,Moderate,36,1,Palam Airport / IGI Airport T111,Moderate,False,Rainy,Moderate,28,48,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Moderate,19,6,Dwarka Sec-6 Telephone Exchange,Low,True,Cloudy,Good,48,32
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.89163884044232,66,32.61069417354828,76,04:17,Jaitpur Crossing,High,True,Clear,Poor,40,2,Lal Kuan,Moderate,True,Foggy,Moderate,34,41,Okhla Phase 1,High,False,Foggy,Moderate,17,10,Govind Puri Metro Station,High,False,Cloudy,Moderate,48,28,Nehru Place Terminal,Low,False,Rainy,Good,50,0,Panchsheel Enclave,Moderate,False,Cloudy,Poor,46,34,IIT Gate,High,True,Rainy,Moderate,35,26,Munirka DDA Flats,Moderate,False,Clear,Poor,20,40,Vasant Vihar,High,False,Rainy,Moderate,49,39,Palam Airport / IGI Airport T111,Low,False,Clear,Moderate,36,7,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Foggy,Moderate,32,9,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Moderate,46,43
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.85835139078463,77,34.082591801080625,71,16:09,Jaitpur Crossing,High,True,Rainy,Moderate,19,22,Lal Kuan,Low,False,Clear,Moderate,37,19,Okhla Phase 1,Moderate,True,Rainy,Good,12,13,Govind Puri Metro Station,High,True,Foggy,Poor,24,17,Nehru Place Terminal,High,False,Rainy,Moderate,9,16,Panchsheel Enclave,Low,False,Rainy,Moderate,2,32,IIT Gate,Low,False,Clear,Moderate,18,20,Munirka DDA Flats,High,True,Clear,Good,8,47,Vasant Vihar,High,False,Clear,Moderate,6,20,Palam Airport / IGI Airport T111,High,True,Clear,Poor,40,28,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Poor,21,42,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Moderate,17,32
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.544228980850804,72,29.982508057701043,82,20:45,Jaitpur Crossing,Low,True,Cloudy,Good,40,2,Lal Kuan,Low,False,Rainy,Moderate,37,26,Okhla Phase 1,Low,True,Foggy,Moderate,37,21,Govind Puri Metro Station,High,True,Foggy,Poor,12,38,Nehru Place Terminal,High,True,Cloudy,Poor,8,47,Panchsheel Enclave,High,True,Rainy,Poor,18,37,IIT Gate,Low,True,Foggy,Good,31,45,Munirka DDA Flats,Low,False,Clear,Good,1,5,Vasant Vihar,Moderate,True,Foggy,Good,47,34,Palam Airport / IGI Airport T111,Low,True,Clear,Good,29,42,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Poor,25,36,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Good,14,37
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.33138605181559,74,32.076206840484254,72,12:10,Jaitpur Crossing,Low,True,Foggy,Good,47,19,Lal Kuan,High,True,Cloudy,Good,12,42,Okhla Phase 1,Moderate,True,Rainy,Moderate,9,31,Govind Puri Metro Station,High,True,Clear,Poor,4,18,Nehru Place Terminal,Moderate,False,Rainy,Poor,23,10,Panchsheel Enclave,Low,True,Rainy,Moderate,30,20,IIT Gate,Moderate,True,Clear,Moderate,38,18,Munirka DDA Flats,Low,False,Cloudy,Moderate,5,22,Vasant Vihar,Moderate,True,Rainy,Good,31,24,Palam Airport / IGI Airport T111,High,True,Rainy,Good,29,50,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Foggy,Poor,50,32,Dwarka Sec-6 Telephone Exchange,Moderate,True,Rainy,Good,45,6
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.706303647303734,54,32.87232193762068,67,11:56,Jaitpur Crossing,Moderate,False,Rainy,Poor,21,6,Lal Kuan,Moderate,False,Rainy,Moderate,21,45,Okhla Phase 1,Low,True,Rainy,Moderate,37,4,Govind Puri Metro Station,Low,True,Foggy,Good,30,18,Nehru Place Terminal,Moderate,True,Cloudy,Poor,15,9,Panchsheel Enclave,Low,True,Clear,Good,41,31,IIT Gate,High,True,Rainy,Good,1,36,Munirka DDA Flats,High,False,Cloudy,Good,6,23,Vasant Vihar,Low,False,Foggy,Moderate,2,4,Palam Airport / IGI Airport T111,High,True,Foggy,Poor,39,21,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Good,1,9,Dwarka Sec-6 Telephone Exchange,High,False,Cloudy,Good,39,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.637177368278554,78,32.50449297491805,83,17:11,Jaitpur Crossing,High,False,Cloudy,Moderate,17,1,Lal Kuan,High,False,Clear,Good,27,34,Okhla Phase 1,Moderate,True,Clear,Moderate,26,25,Govind Puri Metro Station,High,False,Foggy,Moderate,12,7,Nehru Place Terminal,High,False,Foggy,Good,21,16,Panchsheel Enclave,Moderate,True,Cloudy,Moderate,33,15,IIT Gate,Moderate,False,Clear,Poor,48,18,Munirka DDA Flats,Moderate,False,Rainy,Poor,41,14,Vasant Vihar,Low,True,Cloudy,Good,34,5,Palam Airport / IGI Airport T111,Low,True,Cloudy,Moderate,32,32,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Moderate,24,44,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Poor,43,4
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.68847997539804,55,33.7295542559465,59,20:20,Jaitpur Crossing,High,False,Foggy,Poor,32,20,Lal Kuan,Low,False,Rainy,Poor,9,10,Okhla Phase 1,High,True,Clear,Poor,30,26,Govind Puri Metro Station,Moderate,True,Rainy,Poor,8,47,Nehru Place Terminal,Moderate,False,Foggy,Moderate,20,9,Panchsheel Enclave,High,False,Clear,Good,42,38,IIT Gate,Low,True,Rainy,Moderate,10,3,Munirka DDA Flats,High,False,Clear,Poor,29,21,Vasant Vihar,Low,False,Foggy,Poor,29,2,Palam Airport / IGI Airport T111,Low,True,Foggy,Poor,9,34,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Good,45,14,Dwarka Sec-6 Telephone Exchange,Moderate,True,Foggy,Moderate,17,33
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.956277075872222,73,30.560125059398906,71,15:01,Jaitpur Crossing,Low,True,Rainy,Good,19,37,Lal Kuan,High,True,Cloudy,Moderate,44,0,Okhla Phase 1,Moderate,False,Clear,Good,45,36,Govind Puri Metro Station,Low,True,Rainy,Good,33,30,Nehru Place Terminal,High,True,Clear,Good,7,48,Panchsheel Enclave,Moderate,False,Cloudy,Poor,29,7,IIT Gate,Low,False,Rainy,Poor,14,29,Munirka DDA Flats,Low,False,Rainy,Good,25,0,Vasant Vihar,Moderate,True,Clear,Good,49,18,Palam Airport / IGI Airport T111,High,False,Cloudy,Poor,1,6,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Good,8,33,Dwarka Sec-6 Telephone Exchange,Moderate,False,Foggy,Poor,5,28
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.2820208207697,58,34.304778940536735,70,07:57,Jaitpur Crossing,Low,False,Foggy,Moderate,48,23,Lal Kuan,Low,True,Rainy,Good,16,19,Okhla Phase 1,Moderate,False,Foggy,Moderate,48,10,Govind Puri Metro Station,Moderate,True,Foggy,Good,16,23,Nehru Place Terminal,Moderate,False,Rainy,Moderate,30,50,Panchsheel Enclave,Moderate,False,Cloudy,Moderate,0,28,IIT Gate,Moderate,True,Clear,Poor,37,4,Munirka DDA Flats,Moderate,False,Foggy,Good,44,34,Vasant Vihar,Moderate,False,Cloudy,Moderate,30,37,Palam Airport / IGI Airport T111,High,False,Cloudy,Moderate,32,27,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Poor,22,6,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Poor,46,15
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.90306782913357,66,30.230756999993652,69,07:08,Jaitpur Crossing,Low,True,Rainy,Poor,3,9,Lal Kuan,Low,True,Rainy,Good,20,16,Okhla Phase 1,Moderate,False,Cloudy,Good,31,2,Govind Puri Metro Station,Moderate,True,Foggy,Good,42,6,Nehru Place Terminal,Moderate,False,Foggy,Moderate,2,15,Panchsheel Enclave,High,True,Cloudy,Good,8,11,IIT Gate,Low,True,Rainy,Moderate,42,11,Munirka DDA Flats,High,True,Foggy,Poor,48,17,Vasant Vihar,Low,True,Cloudy,Moderate,47,43,Palam Airport / IGI Airport T111,Moderate,True,Cloudy,Good,6,4,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Moderate,37,40,Dwarka Sec-6 Telephone Exchange,High,True,Clear,Good,27,18
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.320432546394628,56,31.74627481155899,80,16:20,Jaitpur Crossing,Moderate,True,Foggy,Poor,39,30,Lal Kuan,Moderate,False,Clear,Moderate,3,20,Okhla Phase 1,Moderate,False,Clear,Poor,33,47,Govind Puri Metro Station,High,False,Rainy,Poor,13,36,Nehru Place Terminal,High,False,Rainy,Poor,18,7,Panchsheel Enclave,High,True,Cloudy,Poor,16,37,IIT Gate,High,False,Rainy,Poor,17,24,Munirka DDA Flats,High,False,Clear,Poor,26,49,Vasant Vihar,Moderate,True,Cloudy,Poor,48,44,Palam Airport / IGI Airport T111,Moderate,False,Cloudy,Poor,8,35,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Moderate,33,12,Dwarka Sec-6 Telephone Exchange,Moderate,True,Rainy,Moderate,1,6
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.1340621441591,57,31.694449291386334,84,09:24,Jaitpur Crossing,Low,False,Clear,Poor,30,21,Lal Kuan,High,True,Rainy,Moderate,3,24,Okhla Phase 1,Moderate,False,Cloudy,Moderate,15,39,Govind Puri Metro Station,Moderate,True,Rainy,Moderate,44,12,Nehru Place Terminal,High,True,Foggy,Good,17,41,Panchsheel Enclave,High,False,Cloudy,Poor,22,17,IIT Gate,High,True,Rainy,Good,3,7,Munirka DDA Flats,Low,True,Cloudy,Moderate,33,25,Vasant Vihar,Moderate,True,Clear,Poor,16,42,Palam Airport / IGI Airport T111,Low,True,Foggy,Moderate,33,23,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Poor,29,18,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Poor,45,12
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.956819077497066,67,32.939339023035785,53,21:52,Jaitpur Crossing,Moderate,False,Cloudy,Moderate,19,31,Lal Kuan,High,False,Cloudy,Moderate,34,0,Okhla Phase 1,Moderate,False,Cloudy,Good,36,15,Govind Puri Metro Station,High,False,Rainy,Poor,45,11,Nehru Place Terminal,Moderate,False,Rainy,Good,0,2,Panchsheel Enclave,High,True,Clear,Poor,11,26,IIT Gate,Moderate,True,Clear,Poor,33,24,Munirka DDA Flats,Moderate,True,Clear,Poor,12,13,Vasant Vihar,Moderate,True,Foggy,Poor,10,29,Palam Airport / IGI Airport T111,Low,False,Rainy,Moderate,35,48,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Clear,Good,48,39,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Good,25,45
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.371330861918004,85,26.929239461668505,68,07:37,Jaitpur Crossing,Moderate,False,Rainy,Poor,6,10,Lal Kuan,Moderate,False,Foggy,Good,35,14,Okhla Phase 1,Moderate,True,Cloudy,Moderate,44,24,Govind Puri Metro Station,High,False,Foggy,Moderate,34,45,Nehru Place Terminal,Moderate,False,Foggy,Poor,8,33,Panchsheel Enclave,Low,True,Foggy,Poor,1,26,IIT Gate,Low,True,Foggy,Poor,1,28,Munirka DDA Flats,Moderate,False,Clear,Poor,17,41,Vasant Vihar,High,True,Cloudy,Good,21,18,Palam Airport / IGI Airport T111,Low,True,Foggy,Good,32,13,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Foggy,Good,5,7,Dwarka Sec-6 Telephone Exchange,High,False,Cloudy,Moderate,31,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.226569786120336,62,28.127912764652145,62,12:36,Jaitpur Crossing,High,True,Clear,Poor,20,50,Lal Kuan,Moderate,True,Foggy,Poor,6,22,Okhla Phase 1,High,False,Clear,Good,12,32,Govind Puri Metro Station,High,False,Foggy,Moderate,43,2,Nehru Place Terminal,High,True,Rainy,Poor,38,34,Panchsheel Enclave,Moderate,False,Foggy,Moderate,47,6,IIT Gate,Moderate,False,Clear,Moderate,43,34,Munirka DDA Flats,Low,True,Clear,Good,28,16,Vasant Vihar,Moderate,True,Foggy,Moderate,49,28,Palam Airport / IGI Airport T111,High,True,Foggy,Poor,41,39,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Moderate,16,11,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,2,48
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.261729732319985,70,27.94433070062778,60,04:26,Jaitpur Crossing,High,True,Cloudy,Poor,42,9,Lal Kuan,Moderate,False,Cloudy,Moderate,26,30,Okhla Phase 1,High,False,Rainy,Moderate,4,0,Govind Puri Metro Station,Moderate,False,Rainy,Good,9,16,Nehru Place Terminal,Moderate,False,Foggy,Poor,17,21,Panchsheel Enclave,Moderate,True,Rainy,Good,16,8,IIT Gate,High,True,Foggy,Poor,26,39,Munirka DDA Flats,Moderate,False,Rainy,Good,23,4,Vasant Vihar,Moderate,True,Cloudy,Good,12,36,Palam Airport / IGI Airport T111,Low,False,Foggy,Moderate,30,31,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Moderate,8,28,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Moderate,49,14
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.73334419992165,90,28.96209365478044,82,00:16,Jaitpur Crossing,High,True,Rainy,Poor,30,20,Lal Kuan,High,False,Clear,Good,15,33,Okhla Phase 1,Moderate,True,Clear,Poor,13,47,Govind Puri Metro Station,High,False,Foggy,Good,47,42,Nehru Place Terminal,High,False,Rainy,Moderate,4,41,Panchsheel Enclave,Moderate,False,Rainy,Poor,6,12,IIT Gate,Moderate,False,Rainy,Moderate,37,46,Munirka DDA Flats,Moderate,False,Foggy,Moderate,10,47,Vasant Vihar,High,False,Cloudy,Poor,48,18,Palam Airport / IGI Airport T111,Low,True,Rainy,Good,48,28,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Good,17,9,Dwarka Sec-6 Telephone Exchange,High,False,Cloudy,Good,46,0
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.285849444830866,89,33.5751394771667,52,03:25,Jaitpur Crossing,Moderate,True,Clear,Poor,31,45,Lal Kuan,Low,False,Foggy,Moderate,27,9,Okhla Phase 1,Moderate,True,Cloudy,Poor,13,7,Govind Puri Metro Station,High,False,Cloudy,Good,48,27,Nehru Place Terminal,Low,True,Rainy,Good,50,24,Panchsheel Enclave,High,False,Rainy,Good,33,32,IIT Gate,High,False,Foggy,Moderate,19,36,Munirka DDA Flats,Moderate,True,Clear,Poor,10,12,Vasant Vihar,Low,False,Clear,Poor,4,25,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,43,24,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Moderate,37,12,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Poor,29,34
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.495841258897016,50,30.81742888265865,71,16:52,Jaitpur Crossing,Moderate,True,Rainy,Moderate,9,2,Lal Kuan,High,True,Cloudy,Poor,10,50,Okhla Phase 1,Moderate,True,Cloudy,Moderate,40,0,Govind Puri Metro Station,High,True,Rainy,Good,7,47,Nehru Place Terminal,Low,False,Clear,Poor,21,2,Panchsheel Enclave,Moderate,False,Clear,Poor,1,19,IIT Gate,Low,True,Cloudy,Poor,40,32,Munirka DDA Flats,Moderate,False,Clear,Moderate,49,38,Vasant Vihar,High,False,Rainy,Poor,23,20,Palam Airport / IGI Airport T111,High,False,Clear,Good,34,20,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Poor,19,12,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Poor,3,44
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.463091505378905,57,27.52652475188546,51,06:15,Jaitpur Crossing,High,False,Clear,Poor,45,0,Lal Kuan,Moderate,True,Foggy,Moderate,28,24,Okhla Phase 1,Low,False,Rainy,Good,44,3,Govind Puri Metro Station,High,True,Rainy,Moderate,33,50,Nehru Place Terminal,Low,False,Foggy,Moderate,13,24,Panchsheel Enclave,Moderate,False,Cloudy,Moderate,13,24,IIT Gate,High,False,Foggy,Poor,15,29,Munirka DDA Flats,High,False,Foggy,Good,12,19,Vasant Vihar,Moderate,True,Rainy,Moderate,27,50,Palam Airport / IGI Airport T111,High,False,Rainy,Moderate,35,8,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Rainy,Good,25,8,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,9,1
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.431937347908967,85,31.780551134337678,67,06:23,Jaitpur Crossing,Moderate,False,Rainy,Moderate,26,19,Lal Kuan,High,True,Clear,Poor,41,48,Okhla Phase 1,Moderate,False,Foggy,Moderate,26,38,Govind Puri Metro Station,Moderate,False,Rainy,Good,20,19,Nehru Place Terminal,Moderate,False,Rainy,Poor,38,23,Panchsheel Enclave,Moderate,True,Foggy,Poor,37,46,IIT Gate,Moderate,True,Foggy,Poor,16,21,Munirka DDA Flats,Low,True,Cloudy,Poor,4,0,Vasant Vihar,Moderate,False,Cloudy,Poor,8,47,Palam Airport / IGI Airport T111,High,False,Foggy,Good,38,25,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Poor,22,39,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Moderate,32,5
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.481595031979328,60,27.98149012266167,50,09:12,Jaitpur Crossing,High,True,Cloudy,Moderate,48,4,Lal Kuan,High,True,Rainy,Moderate,35,49,Okhla Phase 1,Moderate,True,Cloudy,Poor,29,36,Govind Puri Metro Station,Low,True,Clear,Moderate,11,30,Nehru Place Terminal,Moderate,True,Clear,Moderate,30,32,Panchsheel Enclave,Moderate,False,Cloudy,Good,1,6,IIT Gate,Low,True,Rainy,Poor,10,35,Munirka DDA Flats,High,False,Rainy,Moderate,14,29,Vasant Vihar,Moderate,False,Foggy,Moderate,25,47,Palam Airport / IGI Airport T111,Moderate,True,Rainy,Moderate,23,36,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Good,16,10,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Moderate,28,42
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.19811626794069,83,33.571126917442584,62,05:59,Jaitpur Crossing,Moderate,False,Clear,Poor,49,13,Lal Kuan,High,True,Rainy,Good,10,22,Okhla Phase 1,Low,False,Clear,Poor,38,48,Govind Puri Metro Station,Low,False,Cloudy,Good,38,42,Nehru Place Terminal,High,False,Rainy,Poor,25,36,Panchsheel Enclave,High,False,Cloudy,Poor,19,33,IIT Gate,Low,True,Foggy,Moderate,10,8,Munirka DDA Flats,Moderate,True,Cloudy,Poor,13,38,Vasant Vihar,Low,False,Clear,Good,8,23,Palam Airport / IGI Airport T111,Low,True,Clear,Poor,5,41,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Moderate,20,14,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Poor,19,18
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.00530882071821,63,30.883906820947523,62,16:33,Jaitpur Crossing,High,True,Cloudy,Poor,0,37,Lal Kuan,High,True,Cloudy,Poor,16,18,Okhla Phase 1,Moderate,False,Foggy,Moderate,20,33,Govind Puri Metro Station,Moderate,False,Foggy,Good,31,26,Nehru Place Terminal,Low,True,Clear,Poor,30,17,Panchsheel Enclave,Low,True,Rainy,Moderate,11,10,IIT Gate,Moderate,True,Cloudy,Good,18,37,Munirka DDA Flats,Low,True,Cloudy,Moderate,34,41,Vasant Vihar,High,False,Foggy,Good,29,10,Palam Airport / IGI Airport T111,Low,False,Clear,Moderate,24,26,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Clear,Good,49,23,Dwarka Sec-6 Telephone Exchange,Low,True,Cloudy,Good,29,42
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.86275652258483,50,26.361702076121432,81,03:42,Jaitpur Crossing,Low,True,Cloudy,Moderate,18,31,Lal Kuan,High,True,Foggy,Moderate,32,32,Okhla Phase 1,Moderate,True,Cloudy,Poor,8,47,Govind Puri Metro Station,High,False,Clear,Poor,18,32,Nehru Place Terminal,High,False,Cloudy,Poor,47,25,Panchsheel Enclave,High,False,Clear,Good,31,22,IIT Gate,Moderate,False,Cloudy,Moderate,3,37,Munirka DDA Flats,Moderate,False,Cloudy,Moderate,37,34,Vasant Vihar,Moderate,True,Rainy,Good,28,27,Palam Airport / IGI Airport T111,High,True,Clear,Good,11,5,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Moderate,30,4,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Poor,45,48
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.439071452259704,54,33.66877805706015,76,01:31,Jaitpur Crossing,Moderate,False,Clear,Poor,43,35,Lal Kuan,Moderate,True,Rainy,Poor,2,6,Okhla Phase 1,High,False,Foggy,Good,49,34,Govind Puri Metro Station,High,False,Clear,Good,48,7,Nehru Place Terminal,Moderate,True,Rainy,Good,0,20,Panchsheel Enclave,High,True,Rainy,Good,23,11,IIT Gate,High,True,Foggy,Moderate,5,10,Munirka DDA Flats,Low,True,Rainy,Poor,15,32,Vasant Vihar,Moderate,False,Foggy,Poor,32,36,Palam Airport / IGI Airport T111,High,True,Clear,Moderate,33,22,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Rainy,Good,12,29,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Good,20,42
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.726274705922314,72,26.97303554828558,54,17:52,Jaitpur Crossing,Moderate,True,Rainy,Good,20,35,Lal Kuan,Moderate,False,Rainy,Moderate,8,37,Okhla Phase 1,Moderate,False,Clear,Poor,6,7,Govind Puri Metro Station,Moderate,True,Foggy,Moderate,34,7,Nehru Place Terminal,Moderate,True,Clear,Good,42,42,Panchsheel Enclave,High,False,Rainy,Good,49,12,IIT Gate,Moderate,False,Cloudy,Good,10,13,Munirka DDA Flats,Moderate,False,Foggy,Poor,39,50,Vasant Vihar,High,False,Foggy,Moderate,50,12,Palam Airport / IGI Airport T111,Low,False,Clear,Moderate,24,28,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Poor,0,14,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Moderate,48,37
